,Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,Topic,Macro_Group,Probabilities,Dominant_Macro_Group,Topic_Label
9226,21-11-2009,https://economictimes.indiatimes.com/articleshow/5255691.cms,govt should implement uniform gold rates across india',0,0,0,0,1,0,none,-1,-1,"[-4.64829691981172, -5.74338677282761, -1.8180060214830964, -4.3312102811006445, -4.401553897018038, -2.327784364317237, -4.539604482415207, -4.627166235274131, -5.526477362248736, -3.8190977188092057, -5.259002904875881, -3.352189029479939, -5.743629706119809, -5.448924601146122, -6.4369055241507365, -4.572663897278502, -4.070646245175521, -5.4059757377624855]",2,noise
9227,15-09-2016,http://www.marketwatch.com/story/gold-futures-finish-at-a-two-week-low-2016-09-15,Gold futures finish at a two-week low,0,0,1,0,1,0,negative,0,15,"[-3.2450508941134046, -3.8273085335219803, -1.859519694758775, -3.1033643714321055, -3.87019044211786, -1.833705085116153, -4.111976068498699, -3.8827154432391775, -4.2969427921348515, -3.3535496915886784, -2.1746810693115823, -1.9811179386874642, -5.111584885297293, -2.7722870032984486, -5.165220174457976, -2.610959805380938, -4.264711942199805, -4.248911983465065]",5,Gold Near Monthly Lows
9228,10-04-2013,http://www.marketwatch.com/story/gold-oil-extend-losses-after-fed-minutes-2013-04-10,"gold, oil extend losses after fed minutes",0,0,1,1,1,0,negative,16,3,"[-4.030061838620559, -4.932669938069666, -2.959685453330273, -2.5816650329695583, -4.206537991062636, -0.7128235603632938, -4.687766991041852, -4.389208665968585, -5.173374363189856, -4.0002714633011225, -4.182581693595664, -2.7545716623773995, -5.879064177527405, -4.832684376417959, -6.164693688730456, -3.579501837914326, -4.9035044911040995, -5.044065417171369]",5,Global Investment & Rate Impact
9229,09-08-2016,https://www.thehindubusinessline.com/markets/gold/gold-recovers-from-1week-low-on-bargain-hunting/article8963656.ece,Gold recovers from 1-week low on bargain hunting,0,0,1,0,1,0,negative,0,15,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",10,Gold Near Monthly Lows
9230,12-11-2018,https://www.metalsdaily.com/link/286794/india-the-truth-about-the-nizam-and-his-gold.htm,india : the truth about the nizam and his gold,0,0,0,0,1,0,none,11,2,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Market Rates & Gold Demand
9231,27-04-2017,http://www.marketwatch.com/story/gold-maintains-slight-gain-after-ecb-keeps-monetary-policy-unchanged-2017-04-27,Gold maintains slight gain after ECB keeps monetary policy unchanged,1,0,0,0,1,0,positive,3,3,"[-3.7694224917216017, -4.784040773602852, -2.6492326211300443, -3.2278340338799634, -4.043762881621034, -1.7332880400410515, -4.278138907691386, -3.517771183536075, -4.931345655538208, -3.4808429699183234, -3.2003325899642223, -2.1950794794547486, -5.4832063492661165, -4.338636005964818, -5.625092751967277, -2.4176377433790566, -4.51161328552078, -4.6702780522447345]",5,Global Investment & Rate Impact
9232,22-11-2018,https://www.moneycontrol.com/news/business/commodities/gold-rises-on-easing-dollar-uncertain-us-rate-hike-path-3207071.html,"Gold rises on easing dollar, uncertain US rate hike path",1,0,0,1,1,0,positive,3,3,"[-3.901386690300342, -4.934205616062357, -2.740450880474271, -3.412823025751453, -4.040454554740286, -2.1251748360760763, -4.183846951716191, -3.158533564619456, -4.9905040135953795, -3.4007394342365105, -3.632687401465958, -2.3052693878938233, -5.491104128565246, -4.4812345802614555, -5.686741495952528, -0.7433925262031004, -4.490265115906277, -4.76833661573674]",15,Global Investment & Rate Impact
9233,03-01-2006,http://www.marketwatch.com/story/feb-gold-futures-up-540-at-52430-an-ounce-2006-01-03,feb gold futures up $5.40 at $524.30 an ounce,1,0,0,0,1,0,positive,9,9,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547]",14,Gold Spot Price Outlook
9234,19-12-2008,https://economictimes.indiatimes.com/articleshow/3863786.cms,gold could move towards $820 on pullback in dollar and falling crude oil,1,0,0,1,1,0,positive,-1,-1,"[-3.4795466701200817, -4.9058732050876905, -2.5757434660408567, -2.849167042789419, -3.8668138210155645, -2.078147771017772, -4.255734131825783, -3.913032633173668, -5.274523342575899, -3.6361111815397127, -3.827773773821205, -1.9955959485420698, -5.843575169565082, -4.472138013035337, -6.113940066771743, -3.2215182832686104, -4.512433801580331, -4.544546411869073]",11,noise
9235,26-07-2018,https://www.metalsdaily.com/link/281580/etfs-gold-etf-flows-shift-course.htm,etfs : gold etf flows shift course,0,0,0,0,1,0,none,35,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Global Cues and Gold Stability
9236,25-08-2017,https://economictimes.indiatimes.com/markets/commodities/news/gold-steady-ahead-of-central-bank-speeches-at-jackson-hole/articleshow/60218936.cms,"gold steady ahead of speeches by yellen, draghi at jackson hole",0,1,0,0,1,0,neutral,3,3,"[-3.9325414711224647, -4.955273703774044, -2.7643603812739674, -3.489665953681262, -4.154282420594802, -2.098149858233144, -4.299010582247471, -3.3428838929906344, -5.041331349133354, -3.443915739762377, -3.5402505186317756, -2.4075759667816192, -5.545221826957673, -4.458051748132172, -5.6841521844548675, -2.067490082819301, -4.552348980362965, -4.787875112215551]",15,Global Investment & Rate Impact
9237,02-12-2015,http://www.marketwatch.com/story/feb-gold-settles-at-105380oz-on-comex-down-970-or-09-2015-12-02,"feb. gold settles at $1,053.80/oz on comex, down $9.70, or 0.9%",0,0,1,0,1,0,negative,27,6,"[-27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",1,Economic Data & Gold Performance
9238,0201-04-21,http://www.marketwatch.com/story/june-gold-trades-5-or-04-higher-at-128880oz-2017-04-21,"June gold trades $5, or 0.4%, higher at $1,288.80/oz",1,0,0,0,1,0,positive,31,8,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Early Gold Trading Activity
9239,13-02-2017,http://www.marketwatch.com/story/gold-futures-mark-biggest-one-day-loss-in-2-12-weeks-2017-02-13,Gold futures mark biggest one-day loss in 2 1/2 weeks,0,0,1,0,1,0,negative,4,3,"[-3.8854421957148024, -4.118539994760015, -0.6634376387972807, -3.5072019054571077, -4.335667286838348, -2.4661277553726966, -4.5813995354556, -4.46464366028176, -4.500548870082985, -3.7963929643017913, -3.172109985113861, -2.6196810752568296, -5.553689355561211, -3.1309113598044167, -5.718381028905897, -3.4445473816823453, -4.7545645053170515, -4.864700519417846]",2,Global Investment & Rate Impact
9240,11-10-2011,https://www.moneycontrol.com/news/business/markets/-2108065.html,MCX GOLDGUINEA Oct contract firms up,1,0,0,0,1,0,positive,-1,-1,"[-3.9826610094289587, -5.293611628989705, -2.950903011933343, -4.249288685137815, -4.807792278894972, -3.0997443954103927, -4.819736752154438, -4.858068594749154, -5.202740675282364, -4.1274048752663735, -5.017711602090175, -3.2681824002758995, -5.299935879000056, -5.0788862228469895, -5.876543910106207, -4.328814164269674, -4.705379758096425, -4.59131123280468]",2,noise
9241,19-09-2018,http://www.marketwatch.com/story/december-gold-climbs-06-at-120950oz-2018-09-19,"december gold climbs 0.6% at $1,209.50/oz.",1,0,0,0,1,0,positive,0,15,"[-3.5686358006237606, -4.221544951955178, -1.9844566485610018, -2.8838422136310107, -3.748731430053526, -2.181219343584369, -4.002180475989499, -3.764291378070577, -4.1627639682596005, -3.0516732850590698, -2.548961172826037, -2.2243363069162654, -5.167603765975972, -3.114979343353015, -5.423697366418441, -3.2181116121695292, -4.126229298811093, -4.493287748882226]",2,Gold Near Monthly Lows
9242,19-04-2012,https://www.thehindubusinessline.com/markets/gold/Gold-silver-import-norms-tightened/article20423748.ece,"Gold, silver import norms tightened",0,0,0,1,1,0,none,13,18,"[-4.610463056080744, -5.672344932104369, -2.625559016769447, -4.320505088871393, -4.4977191153358556, -0.7635990174743587, -4.6424258195149735, -4.537798914439875, -5.427442176122792, -3.764657604290719, -5.222722318899222, -3.3583002270577444, -5.632330643914896, -5.417538378234821, -6.293577981692442, -4.531792835212968, -4.14639780748727, -5.354881582401414]",5,Rate Hikes/Cuts Price Impact
9243,05-09-2012,https://economictimes.indiatimes.com/markets/commodities/gold-futures-marginally-up-global-cues-spot-demand/articleshow/16265181.cms,"gold futures marginally up global cues, spot demand",1,0,0,0,1,0,positive,39,6,"[-2.824985372372461, -5.531089064544399, -3.231602516785969, -4.439024992740751, -5.078459449402615, -3.2305685498816974, -5.162330552034538, -5.110634399202694, -5.663935262592017, -4.514226654893097, -5.17459577383332, -3.3641523974313485, -5.898116271559616, -5.359674042692305, -6.210279008094174, -4.364660028815964, -5.14366472121647, -0.7390632081264074]",17,Economic Data & Gold Performance
9244,12-06-2014,"http://www.investing.com/news/commodities-news/gold-fluctuates-near-2-week-high-with-u.s.-data,-iraq-violence-in-focus-289251","Gold fluctuates near 2-week high with U.S. data, Iraq violence in focus",1,0,0,0,1,0,positive,-1,-1,"[-3.9920817400273148, -4.800718960035731, -2.614368697570234, -3.5731981679278766, -4.2111342354013654, -2.464247872648211, -4.459332596582459, -4.013237859992315, -5.00200380128926, -3.6373330596616085, -1.8052291307199129, -2.576194729257716, -5.793956434501321, -3.6405508655058285, -5.9403139267958895, -3.3286517198888967, -4.661799193844514, -4.932527217216127]",10,noise
9245,03-09-2015,http://www.marketwatch.com/story/gold-sinks-on-us-economic-data-comments-from-ecbs-draghi-2015-09-03,"gold sinks on u.s. economic data, comments from ecb's draghi",0,0,1,0,1,0,negative,-1,-1,"[-4.035148580856202, -5.140014209276798, -2.9282485131232785, -3.3348674717287974, -4.084238179148966, -2.071682598027883, -4.380456356473082, -3.4734468991938825, -5.4316089273917525, -3.6062281328656445, -3.5839233790667735, -2.179085843988469, -5.99273954005743, -4.62539823303751, -6.215552645102853, -2.8089172014897863, -4.627647756922663, -4.938122635122543]",5,noise
9246,17-11-2014,http://www.marketwatch.com/story/gold-nudges-up-after-last-weeks-strong-finish-2014-11-17,gold retreats after two sessions of gains,1,0,0,0,1,0,positive,4,3,"[-3.4560256448484306, -3.5193452265218235, -0.9961840154390513, -2.8417153877924846, -3.759449806382545, -2.0831402268934474, -4.077757355756408, -4.025879429839089, -3.747873503647848, -3.249803884633625, -3.1288176218863897, -2.2234618776483472, -5.028255863087374, -3.402577527077002, -5.3252123436963, -3.137442484682193, -4.245253695409837, -4.439400255690284]",2,Global Investment & Rate Impact
9247,05-01-2018,http://www.marketwatch.com/story/feb-gold-climbs-70-cents-or-less-than-01-to-settle-at-132230oz-2018-01-05,"feb. gold climbs 70 cents, or less than 0.1%, to settle at $1,322.30/oz",1,0,0,0,1,0,positive,33,16,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Climbs in Trading
9248,17-08-2005,http://www.marketwatch.com/story/dec-gold-falls-3-to-44850oz-in-morning-trade-2005-08-17,dec gold falls $3 to $448.50/oz in morning trade,0,0,1,0,1,0,negative,34,10,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Comex Gold Closing Prices
9249,21-07-2017,http://www.marketwatch.com/story/gold-prices-climb-toward-intraday-highs-on-comex-2017-07-21,Gold prices climb toward intraday highs on Comex,1,0,0,0,1,0,positive,27,6,"[-27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",1,Economic Data & Gold Performance
9250,18-11-2010,http://www.marketwatch.com/story/oil-adds-to-gains-gold-steady-after-philly-fed-2010-11-18,"oil adds to gains, gold steady after philly fed",1,1,0,1,1,0,positive,3,3,"[-4.039909003020917, -5.020055360724814, -2.8963076595752817, -3.586102064282099, -4.305718335333987, -2.1733092538021626, -4.447506704297595, -3.7515489262942796, -5.153214758303265, -3.6855735625318213, -3.6807420150783567, -2.597908993718817, -5.6592286786647525, -4.561153517624876, -5.768172370280852, -1.1274517219142584, -4.752186095544369, -4.918293043460371]",15,Global Investment & Rate Impact
9251,08-02-2012,https://economictimes.indiatimes.com/markets/commodities/gold-silver-soar-on-global-cues/articleshow/11810036.cms,"gold, silver soar on global cues",1,0,0,1,1,0,positive,2,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Global Investment & Rate Impact
9252,21-08-2006,http://www.marketwatch.com/story/gold-kist-disappointed-with-pilgrims-pride-takeover-bid-2006-08-21,gold kist disappointed with pilgrim's pride takeover bid,0,0,0,0,1,0,none,10,6,"[-3.8552635359302214, -4.999510223264137, -2.410338779675282, -3.6029400126894715, -3.834380713161094, -2.5403174799730075, -4.122410781524654, -4.088871583498883, -4.7322877101324865, -3.355223770377817, -4.631905214358754, -2.6404174771066713, -5.0550121221294075, -4.873454116925345, -5.803718970769101, -3.943536008281118, -2.0271121198596695, -4.643381056590663]",16,Economic Data & Gold Performance
9253,0200-03-10,http://www.marketwatch.com/story/gold-falls-below-900-us-stocks,gold falls below $900 as u.s. stocks rally,0,0,1,0,1,0,negative,-1,-1,"[-4.058405139951757, -5.219379731248455, -2.9281179242550293, -2.9883470047554526, -3.756534073809638, -2.3087389117838963, -4.250058254332597, -3.4226489763320025, -5.428511108384052, -3.545996211208294, -3.9744224660978755, -1.8628126839008305, -6.021901151572565, -4.758054889646211, -6.341344108136554, -3.296417242178001, -4.554995302845501, -4.989063478358055]",11,noise
9254,22-04-2014,http://www.marketwatch.com/story/will-china-drop-gold-next-2014-04-22,will china drop gold next?,0,0,0,0,0,1,none,5,13,"[-3.9910236535062737, -5.147281819696986, -2.517129334324762, -3.667572783647888, -3.8928010530187955, -2.431727827840469, -3.935394087269484, -3.1193052970669704, -5.013116740670334, -1.9652758692550334, -4.487326231429928, -2.649081652771456, -5.25695632321036, -4.8112137700619755, -5.742446187204309, -3.6848864093344367, -3.778430414331664, -4.732223383854764]",9,"China, Fed & Gold Focus"
9255,29-09-2004,http://www.marketwatch.com/story/spot-gold-quoted-at-41160-an-oz-in-asia-trade-2004-09-29,spot gold quoted at $411.60 an oz in asia trade,1,0,0,0,1,0,positive,9,9,"[-9.693045969978119, -10.58544578345025, -8.406468192138792, -9.808501720248534, -10.420863242362476, -8.571268871875233, -10.353128641864897, -10.453071291922024, -10.618144549514206, -9.768541072705847, -10.511944082514567, -8.851092197122913, -10.332747382655226, -10.504754787204597, -10.426759626511295, -9.744776334903042, -10.48507810373579, -10.37353285302242]",2,Gold Spot Price Outlook
9256,08-10-2013,https://economictimes.indiatimes.com/markets/commodities/gold-futures-up-0-22-pc-on-firm-global-cues-spot-demand/articleshow/23708187.cms,"gold futures up 0.22 pc on firm global cues, spot demand",1,0,0,0,1,0,positive,39,6,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12]",17,Economic Data & Gold Performance
9257,15-02-2012,http://www.marketwatch.com/story/april-gold-up-1870-or-11-at-173640-2012-02-15,"april gold up $18.70, or 1.1%, at $1,736.40",1,0,0,0,1,0,positive,32,12,"[-5.855515990833468, -6.422355465928899, -0.17024378791289813, -5.8797500594849685, -6.589978199128745, -4.6827550609774775, -6.682629131807453, -6.6707588621129394, -6.506651468884265, -5.99344334081804, -6.613511384613192, -4.9606027737310665, -6.73860438852271, -6.699241770153253, -7.0953235503570875, -5.922061678561206, -6.625755899140014, -6.589015907777432]",2,Global Cues and Gold Stability
9258,01-11-2017,http://www.marketwatch.com/story/december-gold-rises-05-at-1276oz-2017-11-01,"December gold rises 0.5% at $1,276/oz.",1,0,0,0,1,0,positive,36,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Time Sensitive Prediction
9259,12-10-2017,https://economictimes.indiatimes.com/markets/commodities/news/gold-futures-rise-0-49-on-global-cues/articleshow/61048149.cms,gold futures rise 0.49% on global cues,1,0,0,0,1,0,positive,39,6,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12]",17,Economic Data & Gold Performance
9260,24-08-2011,http://www.marketwatch.com/story/dont-read-too-much-into-golds-drop-2011-08-24,don't read too much into gold's drop,0,0,0,0,1,0,none,23,11,"[-4.156750007333999, -5.062300227469092, -2.6289047373819128, -3.367561708693896, -2.382203022340306, -2.7323391653067675, -3.8312158991484737, -3.994925852706508, -4.776740556934245, -1.355144132332845, -4.497522564005214, -2.453128969804313, -5.575066950792467, -4.769441838983989, -6.133988372553588, -3.8981856499946637, -4.04213507518941, -5.047264983600395]",9,Gold Market Turning Points
9261,09-12-2016,http://www.marketwatch.com/story/gold-futures-finish-the-week-with-a-loss-of-more-than-1-2016-12-09,Gold futures finish the week with a loss of more than 1%,0,0,1,0,1,0,negative,6,3,"[-3.357972471918622, -4.061702235126315, -2.3302480047356307, -3.483621192266978, -4.185570819662777, -2.015826711248113, -4.386509419886307, -4.240404103943451, -4.614570356561441, -3.7119477128992546, -3.644430756487839, -1.3075744343436606, -5.303046106972702, -3.638952403520555, -5.353213041011357, -2.3638284432641177, -4.63690691272702, -4.437236971392394]",11,Global Investment & Rate Impact
9262,17-05-2001,http://www.marketwatch.com/story/metal-stocks-rise-in-tandem-with-gold-price,gold price lifts metal stocks,1,0,0,0,1,0,positive,24,14,"[-3.696225158799653, -5.06971932659688, -2.6433864172210315, -3.188408199217066, -3.4757424172380076, -2.4894529955611593, -3.997182207166082, -3.8490439078657603, -5.150335076343381, -3.4680722804524855, -4.225370141042031, -1.5992536170471539, -5.72861141654262, -4.64824137044392, -6.115536247887463, -3.540389095532009, -4.376334449622573, -4.698358708035949]",11,Gold Prices & Metal Shares
9263,19-06-2010,https://economictimes.indiatimes.com/markets/commodities/gold-may-scale-record-1300/articleshow/6065768.cms,"gold may scale record $1,300",1,0,0,0,1,0,positive,8,3,"[-4.0577374343083426, -4.603157515680913, -2.2981333986645107, -3.589156939352186, -4.4042179776427135, -2.6734572402421173, -4.650372760637605, -4.461700896182894, -4.70405156960379, -3.8043939440811396, -2.98971657650641, -2.7939290492032143, -5.700292524918957, -3.162525291397842, -5.897791329293217, -3.6674380999687015, -4.825489803629803, -5.022411100846668]",2,Global Investment & Rate Impact
9264,26-09-2011,https://www.moneycontrol.com/news/business/stocks/-2068517.html,"intraday strategies on gold, crude oil: angel broking",1,0,0,1,1,0,positive,-1,-1,"[-3.714999554417587, -4.732807826106164, -2.229345625438727, -3.1827346351790866, -3.1344088981367584, -2.415696919604309, -3.4228068155115796, -3.9132182936154742, -4.726936665115587, -3.1055051645024854, -4.3620127727487175, -2.344915638095735, -5.176576084728194, -4.589705466836223, -5.9401585971304485, -3.622844578308247, -3.5689842101228084, -4.568264924405829]",2,noise
9265,02-06-2008,https://economictimes.indiatimes.com/news/economy/indicators/rupee-ends-stronger-gold-loses-rs-135-per-ten-gram/articleshow/3093943.cms,"rupee ends stronger, gold loses rs 135 per ten gram",0,0,1,1,1,0,negative,11,2,"[-3.7957128686893498, -4.970997462653867, -1.4952935668902352, -3.576036776775557, -3.6291525542427747, -2.187863143462945, -3.677737652960126, -3.851617853905192, -4.770909285937171, -3.062695898754956, -4.480439699011877, -2.5384875745372786, -4.9997725343801545, -4.670003411171895, -5.635142744106101, -3.7878308390467295, -3.4860692255545502, -4.557530860424384]",2,Market Rates & Gold Demand
9266,15-04-2013,https://economictimes.indiatimes.com/markets/commodities/gold-etfs-to-face-redemption-pressure-if-price-keeps-falling-fund-houses/articleshow/19563077.cms,gold etfs to face redemption pressure if price keeps falling: fund houses,0,0,0,0,1,0,none,35,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Global Cues and Gold Stability
9267,24-04-2011,https://economictimes.indiatimes.com/markets/commodities/gold-silver-prices-up-amidst-global-uncertainty/articleshow/8069702.cms,"gold, silver prices up amidst global uncertainty",1,0,0,1,1,0,positive,-1,-1,"[-3.8688592552364978, -5.141570692896381, -2.653824170295801, -3.4390567233931484, -3.6329543117113703, -2.6233502946342693, -4.092441299116617, -3.639473669478746, -5.135599978983413, -3.1462525084153166, -4.313354484820587, -1.4275574367983201, -5.792717064753216, -4.6562176353729114, -6.209295554000035, -3.7005920339902145, -4.093706858473292, -4.796929095272471]",11,noise
9268,03-11-2009,https://economictimes.indiatimes.com/markets/forex/india-still-likes-dollars-despite-buying-gold-fm/articleshow/5193280.cms,india still likes dollars despite buying gold: fm,0,0,0,0,1,0,none,11,2,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Market Rates & Gold Demand
9269,17-10-2018,https://www.moneycontrol.com/news/business/commodities/gold-futures-fall-0-19-on-weak-global-cues-3054521.html,Gold futures fall 0.19% on weak global cues,0,0,1,0,1,0,negative,19,3,"[-1.7079494424641963, -4.38064682538954, -2.0565568051121286, -3.1894273317370923, -3.8544921722077206, -2.0079621845673477, -3.9819943267908884, -3.847257027596726, -4.728646990155888, -3.295910941132174, -3.8952647107130587, -2.103889318595484, -5.040044916795808, -4.144499578227726, -5.31370942413537, -3.119326721785854, -3.948035286438023, -2.251687930350719]",0,Global Investment & Rate Impact
9270,26-10-2007,http://www.marketwatch.com/story/gold-futures-up-880-at-77980-an-ounce-2007-10-26,gold futures up $8.80 at $779.80 an ounce,1,0,0,0,1,0,positive,9,9,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547]",14,Gold Spot Price Outlook
9271,12-11-2018,https://www.metalsdaily.com/link/286790/india-rising-gold-price-vindicates-rbis-investment-plan.htm,india : rising gold price vindicates rbi's investment plan,1,0,0,0,1,0,positive,11,2,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Market Rates & Gold Demand
9272,28-12-2017,https://www.thehindubusinessline.com/markets/gold/gold-rallies-to-rs-30250-silver-gains-by-rs-250-per-kg/article10004351.ece,"Gold rallies to Rs 30,250; silver gains by Rs 250 per kg",1,0,0,1,1,0,positive,2,3,"[-3.3178365261438834, -4.333566290330759, -2.011191412505532, -2.731697930698286, -3.1771483083112626, -2.0980243952082973, -3.7086316701017874, -3.5436747572664467, -4.177889159786812, -2.541837097711086, -3.670066853225709, -1.5046747430677845, -5.105043090309735, -3.9412140344902697, -5.548846076344402, -3.214867102609162, -3.680402602635699, -4.276586233922015]",11,Global Investment & Rate Impact
9273,12-05-2015,https://www.thehindubusinessline.com/markets/gold/gold-futures-rise-to-rs-27161-on-firm-global-cues/article7197075.ece,"Gold futures rise to Rs 27,161 on firm global cues",1,0,0,0,1,0,positive,-1,-1,"[-6.977778180238821, -7.703343997472059, -5.494494531471089, -6.966635131950694, -7.74687746611386, -5.882366662964685, -7.830985080600647, -7.794755843014536, -7.642898412510765, -7.076723513706433, -7.685849755861322, -6.093679691540837, -8.178984451822833, -7.667760941854242, -8.71215972617852, -7.098087183015487, -7.757196333537751, -7.7240822080799605]",2,noise
9274,03-11-2009,http://www.marketwatch.com/story/gold-futures-add-to-gains-after-factory-orders-2009-11-03,gold futures add to gains after factory orders,1,0,0,0,1,0,positive,-1,-1,"[-3.983565003459982, -5.1141785920444445, -3.0107175372941772, -3.0124304653632943, -4.3255178250106745, -1.6626627748432856, -4.6483180616923745, -4.152670086458359, -5.378888031008665, -3.918685859561454, -4.090527519977808, -2.6387802044802737, -5.91688686295018, -4.858431699829923, -6.133755957317233, -3.3447711860301146, -4.867333976075832, -4.928082406494096]",5,noise
