,Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,Topic,Macro_Group,Probabilities,Dominant_Macro_Group,Macro_Group_Label
8475,29-03-2018,http://www.marketwatch.com/story/gold-futures-slightly-lower-after-economic-data-2018-03-29,gold futures slightly lower after economic data,0,0,1,0,1,0,negative,12,7,"[-1.6824801955289865, -4.134790008912576, -3.1331089748177368, -3.2936361654299686, -4.025517512088797, -4.2123095401179045, -3.634286207164286, -4.606441536301849, -4.772000329805852, -4.217777370001497, -4.363898514790693, -2.205737818517446, -5.668947156044587, -4.841887358371168, -3.5898541225589384, -3.3632869760024193, -5.688083565539738, -3.43714651145897, -6.213831920548612, -5.9304410234077345]",0,**Gold Price Fluctuations & Fed Influence**
8476,20-12-2017,http://www.investing.com/news/commodities-news/gold-prices-remain-supported-on-us-dollar-softness-1012502,Gold Prices Remain Supported on U.S. Dollar Softness,0,1,0,1,1,0,neutral,11,19,"[1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",0,Gold Price Inversely Tracks Dollar.
8477,09-05-2005,http://www.marketwatch.com/story/roy-disney-gold-allege-statements-made-re-ceo-search-2005-05-09,"roy disney, gold allege statements made re: ceo search",0,0,0,0,1,0,none,8,12,"[-2.883352279465235, -2.9038990048512487, -2.6786166255566415, -3.543999269527979, -3.9590990641245187, -3.469367713780443, -3.355364189533779, -4.295178067688266, -4.832707516712089, -4.057271243096609, -4.685770706085268, -2.910832706044352, -5.571060782725061, -1.7841730611687565, -3.95783383841681, -4.541659110588516, -5.481737419007672, -3.545519398259831, -5.962409295645473, -5.829058714920735]",13,Gold Market Price Fluctuations and News
8478,0200-04-12,http://www.marketwatch.com/story/spot-gold-quoted-at-42900-in-asia-trade-2005-04-12,spot gold quoted at $429.00 in asia trade,1,0,0,0,1,0,positive,19,5,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Gold Price Fluctuations and Market Factors
8479,07-05-2013,https://economictimes.indiatimes.com/markets/commodities/gold-bulls-split-with-warren-buffett-as-traders-analysts-say-sell/articleshow/19923379.cms,"gold bulls split with warren buffett as traders, analysts say sell",0,0,1,0,1,0,negative,0,5,"[-2.09665820396642, -2.592755043110357, -1.1958360142761344, -3.022224944631978, -3.6240836525264353, -3.3571250936628063, -3.0497619386918244, -4.060339705679672, -4.17114721499089, -3.389671230450402, -4.082204639394014, -2.3754249564260026, -5.275417928406647, -3.503681908482596, -3.2903687080106914, -3.742560431470121, -5.12230997853143, -2.8743775642778093, -5.636188594585159, -5.536834879123663]",2,Gold Price Fluctuations and Market Factors
8480,08-06-2012,https://economictimes.indiatimes.com/markets/commodities/gold-futures-weaken-on-global-cues-subdued-spot-demand/articleshow/13921577.cms,"gold futures weaken on global cues, subdued spot demand",0,0,1,0,1,0,negative,43,1,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,**Gold Price Fluctuations and Trends**
8481,30-07-2016,https://www.moneycontrol.com/news/business/markets/gold-tops-rs-31000-level-after-29-months-977530.html,"gold tops rs 31,000-level after 29 months",1,0,0,0,1,0,positive,-1,-1,"[-2.7176780925757478, -3.7310449918438717, -2.943491534444093, -2.752547470654462, -3.8778002168414236, -2.4680346170577803, -3.0984166809655904, -4.44855851574546, -2.7531547051803247, -4.067414085249617, -3.8244836597528296, -1.8625463521315588, -5.453240659727464, -4.539208721701092, -2.4638242842801663, -3.7997375772102573, -5.270895986205087, -3.384778057763246, -5.627810808862517, -5.54244366848104]",11,"Gold Market: Trends, Fluctuations, and Outlook"
8482,04-09-2015,http://www.marketwatch.com/story/gold-finds-lower-level-after-friday-jobs-report-2015-09-04,gold ends week 1.1% lower after jobs report,0,0,1,0,1,0,negative,12,7,"[-2.6525254433473693, -4.9307778293088065, -4.0287669234202745, -4.001260439051456, -4.84314989037542, -4.970750596938613, -4.435807732406868, -5.429239667829351, -5.531235230654681, -5.1670335016979605, -5.2219301596802, -0.36273793108955105, -6.438887230759623, -5.660757853278083, -4.353858370580573, -4.330635727404748, -6.386046521293778, -4.288647243168047, -6.955239879178387, -6.6671894763222745]",11,**Gold Price Fluctuations & Fed Influence**
8483,23-12-2016,http://www.marketwatch.com/story/gold-steadies-but-still-headed-for-7th-straight-weekly-drop-2016-12-23,"Gold settles higher, but logs 7th straight weekly drop",1,0,1,0,1,0,positive,-1,-1,"[-3.095813955950744, -4.133154164941046, -3.344769839232761, -3.088065920191332, -4.228141518288667, -3.0832511167085914, -3.4081872685507926, -4.824422249258163, -1.721551850153778, -4.449629168845038, -4.0543873688903895, -1.852288769549169, -5.798573289506038, -4.930549988673417, -3.0537478487230456, -4.069629014266417, -5.657941145956301, -3.745490674939009, -5.951963100232437, -5.91706310911194]",8,"Gold Market: Trends, Fluctuations, and Outlook"
8484,31-05-2005,http://www.marketwatch.com/story/eldorado-gold-to-buy-afcan-mining-via-stock-swap-2005-05-31,eldorado gold to buy afcan mining via stock swap,0,0,0,0,1,0,none,8,12,"[-3.2597510120650073, -3.2820420098827467, -3.130543457092099, -3.904729033213083, -4.269157278732659, -3.7612264897641783, -3.6862994813818104, -4.595462917234739, -5.197955768583533, -4.45543911712949, -5.038170353664227, -3.2741449637050906, -5.868886052793976, -1.5855189321954888, -4.330322926167094, -4.905423485172782, -5.79324538996801, -3.9078276880808143, -6.2827398580884966, -6.142480372985239]",13,Gold Market Price Fluctuations and News
8485,0201-04-26,http://www.marketwatch.com/story/gold-turns-lower-and-oil-futures-add-to-losses-2013-04-26,gold turns lower and oil futures add to losses,0,0,1,1,1,0,negative,13,7,"[-2.267167704094195, -4.046301450848929, -2.8571395147302896, -3.306278269579623, -3.8875080717060326, -4.00035934497378, -3.4743167170902853, -4.524070223028533, -4.340828909282524, -3.9427961309213937, -3.7848542115677155, -2.709965483059158, -5.590046154315922, -4.777842504643058, -3.227745454303975, -2.587735550614266, -5.647284840459694, -3.232495878657759, -6.077483751612815, -5.869987504599547]",0,**Gold Price Fluctuations & Fed Influence**
8486,01-10-2014,"http://www.investing.com/news/commodities-news/gold-gains-on-falling-stock-prices,-soft-u.s.-data-311523","gold gains on falling stock prices, soft u.s. data",1,0,0,0,1,0,positive,-1,-1,"[-2.797425610631466, -4.8508153216419405, -4.035098346708233, -4.415749115537095, -5.344879982136545, -5.090760155430792, -4.9092546561789465, -5.946972432688441, -5.77067729043167, -4.9232025771257595, -5.517007745319675, -3.89443526271447, -7.117864102734238, -5.581723508210376, -4.556394817315661, -4.88194988247244, -7.0284059873837315, -4.019961742879467, -7.566849932300494, -7.332778861048241]",0,"Gold Market: Trends, Fluctuations, and Outlook"
8487,02-03-2018,http://www.marketwatch.com/story/gold-prices-hold-sharp-gain-after-consumer-sentiment-reading-2018-03-02,gold prices hold sharp gain after consumer-sentiment reading,1,0,0,0,1,0,positive,14,4,"[-1.099800996834292, -3.9191280975464515, -2.9982690023904626, -3.1866155631391764, -3.9665265523739577, -4.059396516950529, -3.5488392095624097, -4.5183643084996685, -4.679883111308476, -4.156552710881802, -4.382824322494465, -2.0834733902612474, -5.595463568639619, -4.642464499852933, -3.5372428296825724, -3.4179699262648304, -5.525121069986439, -3.280293500693614, -6.0975576118555015, -5.84577983607538]",0,Gold Price Fluctuations and Data
8488,20-07-2015,https://www.thehindubusinessline.com/markets/gold/gold-crashes-below-rs-25000-in-futures-trade/article7443350.ece,"Gold crashes below Rs 25,000 in futures trade",0,0,1,0,1,0,negative,43,1,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,**Gold Price Fluctuations and Trends**
8489,03-09-2015,http://www.investing.com/news/commodities-news/gold-prices-hold-nearly-steady-in-asia-ahead-of-key-u.s.-jobs-report-360046,Gold prices hold nearly steady in Asia ahead of key U.S. jobs report,0,1,0,0,1,0,neutral,1,5,"[-2.0350760878834437, -2.895567101160363, -2.544956552921741, -2.8703348579714394, -3.356865681574641, -3.108248071681791, -2.8957418980511944, -3.8486242683504894, -4.287476194601017, -3.730529421311772, -4.112967857246035, -2.409021900301041, -4.988133029475602, -3.552594680430598, -3.2707223844072617, -3.837570044435676, -4.824548224804015, -1.3254593501514818, -5.439376883513963, -5.15229335431676]",17,Gold Price Fluctuations and Market Factors
8490,28-08-2014,"http://www.investing.com/news/commodities-news/gold-gains-as-ukraine-tensions-heat-up,-shrugs-off-u.s.-data-306291","Gold gains as Ukraine tensions heat up, shrugs off U.S. data",1,0,0,0,1,0,positive,1,5,"[-2.0619870978860635, -2.799541196757582, -2.606216131833458, -2.930616827020192, -3.5907847188901902, -3.101945511637286, -3.1012220471729774, -4.084050216020906, -4.3104829697093185, -3.784367730236261, -4.169687703694155, -2.4759108113941113, -5.2237094358787175, -3.519604659306442, -3.310866331149026, -3.9031633916899158, -4.9874762062450655, -1.6074960842838744, -5.640886311515337, -5.407707791920776]",17,Gold Price Fluctuations and Market Factors
8491,22-03-2006,http://www.marketwatch.com/story/april-gold-falls-350-to-54980oz-in-morning-trading-2006-03-22,april gold falls $3.50 to $549.80/oz in morning trading,0,0,1,0,1,0,negative,7,17,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,**Gold Price Fluctuations and Trends**
8492,25-08-2012,https://www.thehindubusinessline.com/markets/gold/gold-prices-touch-new-high-of-rs-31300/article20489675.ece1,"Gold prices touch new high of Rs 31,300",1,0,0,0,1,0,positive,2,5,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",14,Gold Price Fluctuations and Market Factors
8493,04-09-2012,https://economictimes.indiatimes.com/opinion/et-editorial/post-coalgate-coal-as-valuable-as-gold/articleshow/16244765.cms,"post coalgate, coal as valuable as gold",0,0,0,0,1,0,none,0,5,"[-2.119304826247457, -2.4570074038471437, -1.3790729347544666, -2.9401484045912514, -3.619854019769057, -3.142155423182134, -3.0054128728414002, -4.0402182608248145, -4.113712856743052, -3.4874166721654674, -4.07969478982481, -2.279539721831648, -5.281455358915126, -3.223915919443464, -3.222114714228694, -3.7756253511260014, -5.075024914063132, -2.7417211452632646, -5.586954949231712, -5.489153542885026]",2,Gold Price Fluctuations and Market Factors
8494,10-05-2017,http://www.marketwatch.com/story/june-gold-settles-at-121890oz-up-280-or-02-2017-05-10,"June gold settles at $1,218.90/oz, up $2.80, or 0.2%",1,0,0,0,1,0,positive,21,3,"[-4.6348184515563045, -5.307256154705652, -4.649792306644754, -4.746344816925912, -4.892212792790934, -5.240749881179535, -0.9491509714261466, -5.378334429902159, -5.825854924566729, -5.938998702009268, -5.913274490930897, -4.105349313221493, -6.257685463409698, -5.992950008687679, -5.18932288941144, -5.951272473669863, -6.211845797063459, -5.287605257266811, -5.362888835505473, -6.112624121315131]",6,Fluctuations and Trends in Gold Prices
8495,05-05-2006,http://www.marketwatch.com/story/june-gold-up-5-at-68150oz-in-ny-2006-05-05,june gold up $5 at $681.50/oz in ny,1,0,0,0,1,0,positive,-1,-1,"[-2.755383621894435, -3.41908909862427, -2.7914011193726793, -2.9850327053072503, -3.1252345012459632, -3.437668316862183, -2.2754049773939924, -3.4395734515853023, -4.112359461950473, -4.018408871925947, -4.058690066521533, -2.316390776373341, -4.517281464630831, -4.041432272895359, -3.405377784665828, -4.106787117441189, -4.74945057692899, -3.3938451495307187, -4.46737923616589, -4.548935571878329]",6,"Gold Market: Trends, Fluctuations, and Outlook"
8496,24-08-2017,http://www.marketwatch.com/story/gold-for-december-delivery-off-02-at-12922-2017-08-24,"Gold for December delivery off 0.2% at $1,292.2",0,0,1,0,1,0,negative,29,16,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Gold Price Fluctuations and Trends
8497,18-04-2013,https://economictimes.indiatimes.com/markets/commodities/gold-prices-rebound-from-20-month-low-on-fresh-buying-global-cues/articleshow/19614203.cms,"gold prices rebound from 20 month low on fresh buying, global cues",1,0,0,0,1,0,positive,2,5,"[-2.1827875656869886, -3.532091841741034, -2.6131941635166323, -2.2466593412724234, -3.5375271497793004, -2.945573221654214, -2.9311967626021955, -4.14520432078998, -3.355383230063097, -3.732371315050082, -3.445905162493665, -2.0458239547254125, -5.131348790577616, -4.30302707969032, -1.6684994668790398, -3.426361328982411, -5.014206920245916, -2.9719649114060407, -5.446830983685942, -5.195904330966459]",14,Gold Price Fluctuations and Market Factors
8498,12-11-2010,http://www.marketwatch.com/story/mad-gold-pitch-is-a-sign-of-the-times-2010-11-12,a mad gold pitch is a sign of the times,0,0,0,0,1,0,none,0,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Price Fluctuations and Market Factors
8499,20-10-2004,http://www.marketwatch.com/story/dec-gold-up-320-closes-at-a-6-mo-high-of-42480-2004-10-20,"dec gold up $3.20, closes at a 6-mo high of $424.80",1,0,0,0,1,0,positive,-1,-1,"[-4.56009277070782, -5.395250765406255, -4.640397102098375, -4.66119163711352, -5.196408202494703, -5.041521210555662, -4.413319514149196, -5.737975773525365, -5.375954088723062, -5.608943357578486, -5.285585995947369, -4.064660686037268, -6.748932361605233, -6.099131901046375, -4.636538923042801, -5.790913158044509, -6.959287422913343, -5.043765956741382, -7.124402070098697, -6.986939743809938]",11,"Gold Market: Trends, Fluctuations, and Outlook"
8500,10-04-2018,https://www.moneycontrol.com/news/business/stocks/gold-prices-to-trade-volatile-today-angel-commodities-2545817.html,Gold prices to trade volatile today: Angel Commodities,0,0,0,0,0,1,none,-1,-1,"[-2.9122604362706945, -3.3435863495743257, -2.6151871765307004, -3.603662324811313, -4.077729879843186, -3.8241038158822827, -3.5301960764393794, -4.446143053549256, -4.690321161407316, -4.132761466969177, -4.611509279795059, -2.8695498294563606, -5.770735846233479, -3.8889930176714413, -3.9095905556441926, -4.367883548918915, -5.67632211182877, -3.674238290800492, -6.125303992677748, -6.104400783629998]",2,"Gold Market: Trends, Fluctuations, and Outlook"
8501,23-07-2012,https://www.thehindubusinessline.com/markets/stock-markets/IDBI-mutual-launches-Gold-FoF/article20473981.ece,IDBI mutual launches Gold FoF,0,0,0,0,1,0,none,-1,-1,"[-3.0073849112039985, -2.614388893363893, -2.8510641426519308, -3.7228242010326285, -4.293494979805738, -3.2500238618775352, -3.716529956914136, -4.69224797844929, -4.9321604272976876, -4.340509648716606, -4.8700595677186636, -3.0292734408991335, -6.016956930391134, -3.184759015701668, -4.073758307574796, -4.652111592437927, -5.8148042735122765, -3.6080571974082334, -6.332929762595323, -6.228240917271668]",1,"Gold Market: Trends, Fluctuations, and Outlook"
8502,19-01-2005,http://www.marketwatch.com/story/gold-futures-tap-one-week-high-2005-01-19,gold futures tap one-week high,1,0,0,0,1,0,positive,30,18,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Fluctuations in Gold Prices & Futures
8503,14-11-2018,https://www.metalsdaily.com/link/286882/x8-this-sharia-compliant-cryptocurrency-is-backed-by-gold-and-8-fiats.htm,x8 : this sharia compliant cryptocurrency is backed by gold and 8 fiats,0,0,0,0,1,0,none,0,5,"[-2.223234916653715, -2.2460039404389587, -1.5206582623324714, -2.897018828297041, -3.5090305692291297, -2.9466247589148256, -2.8843624848076406, -3.87691762809947, -4.1274918299086165, -3.6148216713102688, -4.119780851344017, -2.252438062997012, -5.130772896501526, -3.0397233379443995, -3.267935200135342, -3.855863795592659, -4.868444379287761, -2.8332975232800446, -5.421979584603111, -5.34770615494112]",2,Gold Price Fluctuations and Market Factors
8504,05-12-2007,http://www.marketwatch.com/story/feb-gold-ends-down-390-at-80370-an-ounce-on-nymex-2007-12-05,feb. gold ends down $3.90 at $803.70 an ounce on nymex,0,0,1,0,1,0,negative,22,10,"[-3.1915311414221206, -3.947888694428446, -3.3208037719108154, -3.5823516452745374, -1.8203901195208845, -3.9724015755392963, -3.1254885068967106, -4.148957650119343, -4.761926879939354, -4.7118479042613535, -4.764863333177215, -2.9835317392831877, -4.9714388322653535, -4.688372817344242, -3.9949634919854113, -4.6494502510844695, -4.30982314182577, -3.928857069847513, -5.28575757393109, -5.045535860797353]",4,Fluctuations in Gold Prices
8505,15-12-2004,http://www.marketwatch.com/story/gold-futures-close-above-442-at-one-week-high-2004-12-15,gold futures close above $442 at one-week high,1,0,0,0,1,0,positive,30,18,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Fluctuations in Gold Prices & Futures
8506,27-03-2013,http://www.marketwatch.com/story/april-gold-up-1050-or-07-at-160620oz-2013-03-27,"april gold up $10.50, or 0.7%, at $1,606.20/oz",1,0,0,0,1,0,positive,31,1,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,**Gold Price Fluctuations and Trends**
8507,01-02-2019,https://www.thehindubusinessline.com/markets/gold/gold-rates/article26150736.ece,Gold rates,0,0,0,0,1,0,none,7,17,"[-3.889297410556558, -4.144580673347934, -3.759546418477145, -4.170878698705234, -4.716085683487551, -4.496902074351033, -3.964933823382102, -5.008334153468311, -5.535678665473066, -5.004774233344766, -5.478809098982874, -3.4566562251231145, -6.340812337136411, -4.48639849324722, -4.728395180614411, -5.369327603384481, -6.278452335692042, -4.5493677970305155, -6.586493855507232, -6.529937351671441]",11,**Gold Price Fluctuations and Trends**
8508,11-03-2005,http://www.marketwatch.com/story/kinross-gold-cut-to-neutral-at-ubs-2005-03-11,kinross gold cut to 'neutral' at ubs,0,0,0,0,1,0,none,8,12,"[-2.5984582789005373, -2.7018809140766984, -2.5027104465742513, -3.1986724983292913, -3.5276507502781285, -3.141184866772808, -2.939839051043083, -3.838289477445273, -4.485571504551434, -3.743108852119532, -4.305625517512367, -2.5542312477328073, -5.118351795767306, -1.2331521357848478, -3.624044624282599, -4.216705664780815, -5.0903409837570335, -3.259324759003946, -5.548288776890594, -5.4046011203808035]",13,Gold Market Price Fluctuations and News
8509,02-08-2016,http://www.marketwatch.com/story/december-gold-gains-13-or-1-to-settle-at-137260oz-2016-08-02,"December gold gains $13, or 1%, to settle at $1,372.60/oz.",1,0,0,0,1,0,positive,10,8,"[-5.391407821972113, -6.108241210654178, -5.389389388055912, -5.505902908066868, -5.66081749892844, -5.99400804121118, -4.696743166438981, -6.182299544118912, -6.494470170736237, -6.740072718017256, -6.667739805733977, -4.887104649366153, -7.027839372459011, -6.825455145574364, -5.918374222362845, -6.68643639437197, -6.7651217735648315, -6.064123105963029, -0.3811197022252779, -6.932718883104283]",18,Gold Price Fluctuations & Fed Influence
8510,14-06-2010,https://economictimes.indiatimes.com/articleshow/6046322.cms,be wary of the gold bugs,0,0,0,0,1,0,none,-1,-1,"[-3.4545188053202356, -3.8981138423395967, -3.183530168768256, -3.582059046474463, -4.498726243441823, -4.146274637515941, -3.730116427656585, -4.815269855121309, -4.829512151631663, -4.7612182106875425, -5.023902815828161, -2.692385750345331, -6.213348533774144, -4.659189516441463, -4.145838800970313, -4.7705759740362685, -5.904136009200775, -4.153910689234317, -6.277440368545569, -6.3813388055950435]",11,"Gold Market: Trends, Fluctuations, and Outlook"
8511,04-05-2007,http://www.marketwatch.com/story/copper-and-silver-every-bit-as-bright-as-gold-2007-05-04,copper and silver: every bit as bright as gold,1,0,0,1,1,0,positive,-1,-1,"[-3.800897682452265, -4.413252552317865, -3.492975174434939, -4.1503667037454735, -5.064038483235918, -4.558184601009625, -4.335286061853032, -5.516097778180009, -5.0248204132509215, -5.1185450941370485, -5.3137021060215535, -2.7547447384198906, -6.7255713857415325, -5.253151335001376, -4.347681987810965, -5.0221953288107395, -6.451523937693403, -4.504189368391166, -6.831144839332144, -6.877744481686124]",11,"Gold Market: Trends, Fluctuations, and Outlook"
8512,04-04-2012,http://www.marketwatch.com/story/gold-adds-to-losses-off-32-at-161859oz-2012-04-04,"gold adds to losses, off 3.2% at $1,618.59/oz",0,0,1,0,1,0,negative,13,7,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",15,**Gold Price Fluctuations & Fed Influence**
8513,05-10-2017,https://economictimes.indiatimes.com/markets/commodities/views/us-tax-reforms-putting-pressure-on-gold-prices/articleshow/60993842.cms,us tax reforms putting pressure on gold prices,0,0,0,0,1,0,none,-1,-1,"[-1.474539717408337, -3.9435947388906887, -3.326888359566528, -2.8800138643122826, -4.256109036465829, -4.137841962238431, -3.825800714049229, -4.8313362270164095, -4.874686890343207, -4.326116807616375, -4.6168691404918025, -2.9219007346234824, -5.872565955871526, -4.711908162238654, -3.6215143958411278, -4.201574773153742, -5.737299996245707, -3.0588050559723987, -6.370602919088565, -6.083413418000025]",0,"Gold Market: Trends, Fluctuations, and Outlook"
8514,09-06-2008,http://www.marketwatch.com/story/gold-futures-up-860-at-90400-an-ounce-2008-06-09,gold futures up $8.60 at $904.00 an ounce,1,0,0,0,1,0,positive,24,14,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",12,Fluctuating Gold Futures Prices
8515,19-02-2009,http://www.marketwatch.com/story/gold-ends-down-160-02-97610,"gold ends down $1.60, or 0.2%, at $976.10 an ounce",0,0,1,0,1,0,negative,33,15,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12]",19,Gold Price Fluctuations in News
8516,12-10-2011,https://economictimes.indiatimes.com/markets/commodities/gold-price-seen-averaging-1770-in-q4-gfms/articleshow/10324567.cms,"gold price seen averaging $1,770 in q4: gfms",0,1,0,0,1,0,neutral,-1,-1,"[-2.4298037810343813, -2.882229748297706, -2.3352270064894993, -2.965167853360785, -3.323141799697114, -3.3010149253946284, -2.6940722895170186, -3.6136016067132837, -4.184093719979147, -3.3440415401579586, -3.9163361506852583, -2.3222922358868168, -5.172063022172814, -3.0545956521345654, -3.3323875389730437, -3.953098011325536, -5.282951134115245, -3.0890249791036073, -5.628083473105461, -5.509734006490538]",11,"Gold Market: Trends, Fluctuations, and Outlook"
8517,07-07-2011,http://www.marketwatch.com/story/strike-shuts-down-worlds-largest-gold-mine-2011-07-07,strike shuts down world's largest gold mine,0,0,1,0,1,0,negative,8,12,"[-2.877308158165073, -2.8371105934672696, -2.7475665754383196, -3.5549662641663704, -3.9890735367804977, -3.331151991604968, -3.3839429757526687, -4.341216868969423, -4.859311658388346, -4.11603533627637, -4.727670258435789, -2.9343091437360127, -5.612079065619842, -1.8086806244249236, -3.971533810272188, -4.560340277642195, -5.4927458180067665, -3.4776688967586775, -5.986492229018313, -5.837118004209638]",13,Gold Market Price Fluctuations and News
8518,31-12-2013,https://www.thehindubusinessline.com/markets/gold/Gold-futures-down-at-Rs-27620-per-10-gm/article20705760.ece,"Gold futures down at Rs 27,620 per 10 gm",0,0,1,0,1,0,negative,26,6,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",4,Gold Market Trends and ETFs
8519,18-07-2016,https://www.thehindubusinessline.com/markets/gold/gold-futures-fall-to-rs-31323-on-weak-global-cues/article8865182.ece,"Gold futures fall to Rs 31,323 on weak global cues",0,0,1,0,1,0,negative,17,7,"[-2.448770092227006, -3.5728167479852644, -2.3766690655778455, -3.167563634641974, -2.059088021480939, -3.6683287252350185, -2.395188423886784, -3.128584235096695, -4.310199169748432, -3.4774458862649507, -3.7240283006209185, -2.591715020772898, -4.985111635537298, -4.121973372652631, -3.3176324888950393, -3.855227859167316, -5.343335940204461, -2.935121459186953, -5.636212186289549, -5.282882120831891]",4,**Gold Price Fluctuations & Fed Influence**
